disease,integration type,experiment,threshold,features,accuracy,test instances,train instances,total_instances
Acne_Vulgaris,single,GDS2478,10,10,100,17,1,18
Acne_Vulgaris,single,GDS2478,10,20,100,17,1,18
Acne_Vulgaris,single,GDS2478,10,30,100,17,1,18
Acne_Vulgaris,single,GDS2478,10,40,100,17,1,18
Acne_Vulgaris,single,GDS2478,10,50,100,17,1,18
Acne_Vulgaris,single,GDS2478,10,60,100,17,1,18
Acne_Vulgaris,single,GDS2478,10,70,100,17,1,18
Acne_Vulgaris,single,GDS2478,10,80,100,17,1,18
Acne_Vulgaris,single,GDS2478,10,90,100,17,1,18
Acne_Vulgaris,single,GDS3215,10,10,0,6,0,6
Acne_Vulgaris,single,GDS3215,10,20,0,6,0,6
Acne_Vulgaris,single,GDS3215,10,30,0,6,0,6
Acne_Vulgaris,single,GDS3215,10,40,0,6,0,6
Acne_Vulgaris,single,GDS3215,10,50,0,6,0,6
Acne_Vulgaris,single,GDS3215,10,60,0,6,0,6
Acne_Vulgaris,single,GDS3215,10,70,0,6,0,6
Acne_Vulgaris,single,GDS3215,10,80,0,6,0,6
Acne_Vulgaris,single,GDS3215,10,90,0,6,0,6
Acne_Vulgaris,single,GDS3218,10,10,0,11,1,12
Acne_Vulgaris,single,GDS3218,10,20,0,11,1,12
Acne_Vulgaris,single,GDS3218,10,30,0,11,1,12
Acne_Vulgaris,single,GDS3218,10,40,0,11,1,12
Acne_Vulgaris,single,GDS3218,10,50,0,11,1,12
Acne_Vulgaris,single,GDS3218,10,60,0,11,1,12
Acne_Vulgaris,single,GDS3218,10,70,0,11,1,12
Acne_Vulgaris,single,GDS3218,10,80,0,11,1,12
Acne_Vulgaris,single,GDS3218,10,90,0,11,1,12
Acne_Vulgaris,single,GDS2478,20,10,100,15,3,18
Acne_Vulgaris,single,GDS2478,20,20,100,16,2,18
Acne_Vulgaris,single,GDS2478,20,30,100,16,2,18
Acne_Vulgaris,single,GDS2478,20,40,100,16,2,18
Acne_Vulgaris,single,GDS2478,20,50,100,16,2,18
Acne_Vulgaris,single,GDS2478,20,60,100,16,2,18
Acne_Vulgaris,single,GDS2478,20,70,100,16,2,18
Acne_Vulgaris,single,GDS2478,20,80,100,16,2,18
Acne_Vulgaris,single,GDS2478,20,90,100,16,2,18
Acne_Vulgaris,single,GDS3215,20,10,100,5,1,6
Acne_Vulgaris,single,GDS3215,20,20,100,5,1,6
Acne_Vulgaris,single,GDS3215,20,30,100,5,1,6
Acne_Vulgaris,single,GDS3215,20,40,100,5,1,6
Acne_Vulgaris,single,GDS3215,20,50,100,5,1,6
Acne_Vulgaris,single,GDS3215,20,60,100,5,1,6
Acne_Vulgaris,single,GDS3215,20,70,100,5,1,6
Acne_Vulgaris,single,GDS3215,20,80,100,5,1,6
Acne_Vulgaris,single,GDS3215,20,90,100,5,1,6
Acne_Vulgaris,single,GDS3218,20,10,0,10,2,12
Acne_Vulgaris,single,GDS3218,20,20,0,10,2,12
Acne_Vulgaris,single,GDS3218,20,30,0,10,2,12
Acne_Vulgaris,single,GDS3218,20,40,0,10,2,12
Acne_Vulgaris,single,GDS3218,20,50,0,10,2,12
Acne_Vulgaris,single,GDS3218,20,60,0,10,2,12
Acne_Vulgaris,single,GDS3218,20,70,0,10,2,12
Acne_Vulgaris,single,GDS3218,20,80,0,10,2,12
Acne_Vulgaris,single,GDS3218,20,90,0,10,2,12
Acne_Vulgaris,single,GDS2478,30,10,100,14,4,18
Acne_Vulgaris,single,GDS2478,30,20,75,14,4,18
Acne_Vulgaris,single,GDS2478,30,30,75,14,4,18
Acne_Vulgaris,single,GDS2478,30,40,75,14,4,18
Acne_Vulgaris,single,GDS2478,30,50,75,14,4,18
Acne_Vulgaris,single,GDS2478,30,60,75,14,4,18
Acne_Vulgaris,single,GDS2478,30,70,75,14,4,18
Acne_Vulgaris,single,GDS2478,30,80,75,14,4,18
Acne_Vulgaris,single,GDS2478,30,90,75,14,4,18
Acne_Vulgaris,single,GDS3215,30,10,100,5,1,6
Acne_Vulgaris,single,GDS3215,30,20,100,5,1,6
Acne_Vulgaris,single,GDS3215,30,30,100,5,1,6
Acne_Vulgaris,single,GDS3215,30,40,100,5,1,6
Acne_Vulgaris,single,GDS3215,30,50,100,5,1,6
Acne_Vulgaris,single,GDS3215,30,60,100,5,1,6
Acne_Vulgaris,single,GDS3215,30,70,100,5,1,6
Acne_Vulgaris,single,GDS3215,30,80,100,5,1,6
Acne_Vulgaris,single,GDS3215,30,90,100,5,1,6
Acne_Vulgaris,single,GDS3218,30,10,33.3333,9,3,12
Acne_Vulgaris,single,GDS3218,30,20,33.3333,9,3,12
Acne_Vulgaris,single,GDS3218,30,30,33.3333,9,3,12
Acne_Vulgaris,single,GDS3218,30,40,33.3333,9,3,12
Acne_Vulgaris,single,GDS3218,30,50,33.3333,9,3,12
Acne_Vulgaris,single,GDS3218,30,60,33.3333,9,3,12
Acne_Vulgaris,single,GDS3218,30,70,33.3333,9,3,12
Acne_Vulgaris,single,GDS3218,30,80,33.3333,9,3,12
Acne_Vulgaris,single,GDS3218,30,90,33.3333,9,3,12
Acne_Vulgaris,single,GDS2478,40,10,100,13,5,18
Acne_Vulgaris,single,GDS2478,40,20,60,13,5,18
Acne_Vulgaris,single,GDS2478,40,30,80,13,5,18
Acne_Vulgaris,single,GDS2478,40,40,80,13,5,18
Acne_Vulgaris,single,GDS2478,40,50,80,13,5,18
Acne_Vulgaris,single,GDS2478,40,60,80,13,5,18
Acne_Vulgaris,single,GDS2478,40,70,80,13,5,18
Acne_Vulgaris,single,GDS2478,40,80,80,13,5,18
Acne_Vulgaris,single,GDS2478,40,90,80,13,5,18
Acne_Vulgaris,single,GDS3215,40,10,100,4,2,6
Acne_Vulgaris,single,GDS3215,40,20,100,4,2,6
Acne_Vulgaris,single,GDS3215,40,30,100,4,2,6
Acne_Vulgaris,single,GDS3215,40,40,100,4,2,6
Acne_Vulgaris,single,GDS3215,40,50,100,4,2,6
Acne_Vulgaris,single,GDS3215,40,60,100,4,2,6
Acne_Vulgaris,single,GDS3215,40,70,100,4,2,6
Acne_Vulgaris,single,GDS3215,40,80,100,4,2,6
Acne_Vulgaris,single,GDS3215,40,90,100,4,2,6
Acne_Vulgaris,single,GDS3218,40,10,50,8,4,12
Acne_Vulgaris,single,GDS3218,40,20,50,8,4,12
Acne_Vulgaris,single,GDS3218,40,30,50,8,4,12
Acne_Vulgaris,single,GDS3218,40,40,50,8,4,12
Acne_Vulgaris,single,GDS3218,40,50,50,8,4,12
Acne_Vulgaris,single,GDS3218,40,60,50,8,4,12
Acne_Vulgaris,single,GDS3218,40,70,50,8,4,12
Acne_Vulgaris,single,GDS3218,40,80,50,8,4,12
Acne_Vulgaris,single,GDS3218,40,90,25,8,4,12
Acne_Vulgaris,single,GDS2478,50,10,100,13,5,18
Acne_Vulgaris,single,GDS2478,50,20,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,50,30,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,50,40,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,50,50,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,50,60,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,50,70,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,50,80,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,50,90,83.3333,12,6,18
Acne_Vulgaris,single,GDS3215,50,10,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,20,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,30,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,40,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,50,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,60,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,70,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,80,100,3,3,6
Acne_Vulgaris,single,GDS3215,50,90,100,3,3,6
Acne_Vulgaris,single,GDS3218,50,10,83.3333,6,6,12
Acne_Vulgaris,single,GDS3218,50,20,83.3333,6,6,12
Acne_Vulgaris,single,GDS3218,50,30,66.6667,6,6,12
Acne_Vulgaris,single,GDS3218,50,40,66.6667,6,6,12
Acne_Vulgaris,single,GDS3218,50,50,83.3333,6,6,12
Acne_Vulgaris,single,GDS3218,50,60,83.3333,6,6,12
Acne_Vulgaris,single,GDS3218,50,70,83.3333,6,6,12
Acne_Vulgaris,single,GDS3218,50,80,83.3333,6,6,12
Acne_Vulgaris,single,GDS3218,50,90,83.3333,6,6,12
Acne_Vulgaris,single,GDS2478,60,10,100,12,6,18
Acne_Vulgaris,single,GDS2478,60,20,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,60,30,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,60,40,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,60,50,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,60,60,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,60,70,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,60,80,83.3333,12,6,18
Acne_Vulgaris,single,GDS2478,60,90,83.3333,12,6,18
Acne_Vulgaris,single,GDS3215,60,10,100,3,3,6
Acne_Vulgaris,single,GDS3215,60,20,100,3,3,6
Acne_Vulgaris,single,GDS3215,60,30,100,3,3,6
Acne_Vulgaris,single,GDS3215,60,40,100,3,3,6
Acne_Vulgaris,single,GDS3215,60,50,100,3,3,6
Acne_Vulgaris,single,GDS3215,60,60,100,3,3,6
Acne_Vulgaris,single,GDS3215,60,70,100,3,3,6
Acne_Vulgaris,single,GDS3215,60,80,100,3,3,6
Acne_Vulgaris,single,GDS3215,60,90,100,3,3,6
Acne_Vulgaris,single,GDS3218,60,10,71.4286,5,7,12
Acne_Vulgaris,single,GDS3218,60,20,42.8571,5,7,12
Acne_Vulgaris,single,GDS3218,60,30,42.8571,5,7,12
Acne_Vulgaris,single,GDS3218,60,40,42.8571,5,7,12
Acne_Vulgaris,single,GDS3218,60,50,42.8571,5,7,12
Acne_Vulgaris,single,GDS3218,60,60,42.8571,5,7,12
Acne_Vulgaris,single,GDS3218,60,70,42.8571,5,7,12
Acne_Vulgaris,single,GDS3218,60,80,57.1429,5,7,12
Acne_Vulgaris,single,GDS3218,60,90,57.1429,5,7,12
Acne_Vulgaris,single,GDS2478,70,10,100,11,7,18
Acne_Vulgaris,single,GDS2478,70,20,87.5,10,8,18
Acne_Vulgaris,single,GDS2478,70,30,87.5,10,8,18
Acne_Vulgaris,single,GDS2478,70,40,87.5,10,8,18
Acne_Vulgaris,single,GDS2478,70,50,87.5,10,8,18
Acne_Vulgaris,single,GDS2478,70,60,87.5,10,8,18
Acne_Vulgaris,single,GDS2478,70,70,87.5,10,8,18
Acne_Vulgaris,single,GDS2478,70,80,87.5,10,8,18
Acne_Vulgaris,single,GDS2478,70,90,87.5,10,8,18
Acne_Vulgaris,single,GDS3215,70,10,25,2,4,6
Acne_Vulgaris,single,GDS3215,70,20,25,2,4,6
Acne_Vulgaris,single,GDS3215,70,30,25,2,4,6
Acne_Vulgaris,single,GDS3215,70,40,25,2,4,6
Acne_Vulgaris,single,GDS3215,70,50,25,2,4,6
Acne_Vulgaris,single,GDS3215,70,60,25,2,4,6
Acne_Vulgaris,single,GDS3215,70,70,25,2,4,6
Acne_Vulgaris,single,GDS3215,70,80,25,2,4,6
Acne_Vulgaris,single,GDS3215,70,90,25,2,4,6
Acne_Vulgaris,single,GDS3218,70,10,75,4,8,12
Acne_Vulgaris,single,GDS3218,70,20,75,4,8,12
Acne_Vulgaris,single,GDS3218,70,30,75,4,8,12
Acne_Vulgaris,single,GDS3218,70,40,75,4,8,12
Acne_Vulgaris,single,GDS3218,70,50,75,4,8,12
Acne_Vulgaris,single,GDS3218,70,60,75,4,8,12
Acne_Vulgaris,single,GDS3218,70,70,75,4,8,12
Acne_Vulgaris,single,GDS3218,70,80,62.5,4,8,12
Acne_Vulgaris,single,GDS3218,70,90,62.5,4,8,12
Acne_Vulgaris,single,GDS2478,80,10,80,8,10,18
Acne_Vulgaris,single,GDS2478,80,20,90,8,10,18
Acne_Vulgaris,single,GDS2478,80,30,90,8,10,18
Acne_Vulgaris,single,GDS2478,80,40,90,8,10,18
Acne_Vulgaris,single,GDS2478,80,50,90,8,10,18
Acne_Vulgaris,single,GDS2478,80,60,90,8,10,18
Acne_Vulgaris,single,GDS2478,80,70,90,8,10,18
Acne_Vulgaris,single,GDS2478,80,80,90,8,10,18
Acne_Vulgaris,single,GDS2478,80,90,90,8,10,18
Acne_Vulgaris,single,GDS3215,80,10,25,2,4,6
Acne_Vulgaris,single,GDS3215,80,20,25,2,4,6
Acne_Vulgaris,single,GDS3215,80,30,25,2,4,6
Acne_Vulgaris,single,GDS3215,80,40,25,2,4,6
Acne_Vulgaris,single,GDS3215,80,50,25,2,4,6
Acne_Vulgaris,single,GDS3215,80,60,25,2,4,6
Acne_Vulgaris,single,GDS3215,80,70,25,2,4,6
Acne_Vulgaris,single,GDS3215,80,80,25,2,4,6
Acne_Vulgaris,single,GDS3215,80,90,25,2,4,6
Acne_Vulgaris,single,GDS3218,80,10,75,4,8,12
Acne_Vulgaris,single,GDS3218,80,20,75,4,8,12
Acne_Vulgaris,single,GDS3218,80,30,75,4,8,12
Acne_Vulgaris,single,GDS3218,80,40,75,4,8,12
Acne_Vulgaris,single,GDS3218,80,50,75,4,8,12
Acne_Vulgaris,single,GDS3218,80,60,75,4,8,12
Acne_Vulgaris,single,GDS3218,80,70,75,4,8,12
Acne_Vulgaris,single,GDS3218,80,80,62.5,4,8,12
Acne_Vulgaris,single,GDS3218,80,90,62.5,4,8,12
Acne_Vulgaris,single,GDS2478,90,10,72.7273,7,11,18
Acne_Vulgaris,single,GDS2478,90,20,90.9091,7,11,18
Acne_Vulgaris,single,GDS2478,90,30,90.9091,7,11,18
Acne_Vulgaris,single,GDS2478,90,40,90.9091,7,11,18
Acne_Vulgaris,single,GDS2478,90,50,90.9091,7,11,18
Acne_Vulgaris,single,GDS2478,90,60,90.9091,7,11,18
Acne_Vulgaris,single,GDS2478,90,70,90.9091,7,11,18
Acne_Vulgaris,single,GDS2478,90,80,90.9091,7,11,18
Acne_Vulgaris,single,GDS2478,90,90,90.9091,7,11,18
Acne_Vulgaris,single,GDS3215,90,10,25,2,4,6
Acne_Vulgaris,single,GDS3215,90,20,25,2,4,6
Acne_Vulgaris,single,GDS3215,90,30,25,2,4,6
Acne_Vulgaris,single,GDS3215,90,40,25,2,4,6
Acne_Vulgaris,single,GDS3215,90,50,25,2,4,6
Acne_Vulgaris,single,GDS3215,90,60,25,2,4,6
Acne_Vulgaris,single,GDS3215,90,70,25,2,4,6
Acne_Vulgaris,single,GDS3215,90,80,25,2,4,6
Acne_Vulgaris,single,GDS3215,90,90,25,2,4,6
Acne_Vulgaris,single,GDS3218,90,10,75,4,8,12
Acne_Vulgaris,single,GDS3218,90,20,75,4,8,12
Acne_Vulgaris,single,GDS3218,90,30,75,4,8,12
Acne_Vulgaris,single,GDS3218,90,40,75,4,8,12
Acne_Vulgaris,single,GDS3218,90,50,75,4,8,12
Acne_Vulgaris,single,GDS3218,90,60,75,4,8,12
Acne_Vulgaris,single,GDS3218,90,70,75,4,8,12
Acne_Vulgaris,single,GDS3218,90,80,62.5,4,8,12
Acne_Vulgaris,single,GDS3218,90,90,62.5,4,8,12
Adenoma,single,GDS2432,10,10,100,15,1,16
Adenoma,single,GDS2432,10,20,0,15,1,16
Adenoma,single,GDS2432,10,30,100,15,1,16
Adenoma,single,GDS2432,10,40,100,15,1,16
Adenoma,single,GDS2432,10,50,100,15,1,16
Adenoma,single,GDS2432,10,60,100,15,1,16
Adenoma,single,GDS2432,10,70,100,15,1,16
Adenoma,single,GDS2432,10,80,100,15,1,16
Adenoma,single,GDS2432,10,90,100,15,1,16
Adenoma,single,GDS2860,10,10,100,14,1,15
Adenoma,single,GDS2860,10,20,100,14,1,15
Adenoma,single,GDS2860,10,30,100,14,1,15
Adenoma,single,GDS2860,10,40,100,14,1,15
Adenoma,single,GDS2860,10,50,100,14,1,15
Adenoma,single,GDS2860,10,60,100,14,1,15
Adenoma,single,GDS2860,10,70,100,14,1,15
Adenoma,single,GDS2860,10,80,100,14,1,15
Adenoma,single,GDS2860,10,90,100,14,1,15
Adenoma,single,GDS2432,20,10,66.6667,13,3,16
Adenoma,single,GDS2432,20,20,100,13,3,16
Adenoma,single,GDS2432,20,30,100,13,3,16
Adenoma,single,GDS2432,20,40,100,13,3,16
Adenoma,single,GDS2432,20,50,100,13,3,16
Adenoma,single,GDS2432,20,60,100,13,3,16
Adenoma,single,GDS2432,20,70,100,13,3,16
Adenoma,single,GDS2432,20,80,100,13,3,16
Adenoma,single,GDS2432,20,90,100,13,3,16
Adenoma,single,GDS2860,20,10,66.6667,12,3,15
Adenoma,single,GDS2860,20,20,66.6667,12,3,15
Adenoma,single,GDS2860,20,30,66.6667,12,3,15
Adenoma,single,GDS2860,20,40,100,12,3,15
Adenoma,single,GDS2860,20,50,100,12,3,15
Adenoma,single,GDS2860,20,60,100,12,3,15
Adenoma,single,GDS2860,20,70,100,12,3,15
Adenoma,single,GDS2860,20,80,100,12,3,15
Adenoma,single,GDS2860,20,90,100,12,3,15
Adenoma,single,GDS2432,30,10,100,12,4,16
Adenoma,single,GDS2432,30,20,75,12,4,16
Adenoma,single,GDS2432,30,30,75,12,4,16
Adenoma,single,GDS2432,30,40,75,12,4,16
Adenoma,single,GDS2432,30,50,75,12,4,16
Adenoma,single,GDS2432,30,60,75,12,4,16
Adenoma,single,GDS2432,30,70,75,12,4,16
Adenoma,single,GDS2432,30,80,75,12,4,16
Adenoma,single,GDS2432,30,90,75,12,4,16
Adenoma,single,GDS2860,30,10,100,11,4,15
Adenoma,single,GDS2860,30,20,100,11,4,15
Adenoma,single,GDS2860,30,30,100,11,4,15
Adenoma,single,GDS2860,30,40,100,11,4,15
Adenoma,single,GDS2860,30,50,100,11,4,15
Adenoma,single,GDS2860,30,60,100,11,4,15
Adenoma,single,GDS2860,30,70,100,11,4,15
Adenoma,single,GDS2860,30,80,100,11,4,15
Adenoma,single,GDS2860,30,90,100,11,4,15
Adenoma,single,GDS2432,40,10,60,11,5,16
Adenoma,single,GDS2432,40,20,60,11,5,16
Adenoma,single,GDS2432,40,30,60,11,5,16
Adenoma,single,GDS2432,40,40,60,11,5,16
Adenoma,single,GDS2432,40,50,60,11,5,16
Adenoma,single,GDS2432,40,60,80,11,5,16
Adenoma,single,GDS2432,40,70,80,11,5,16
Adenoma,single,GDS2432,40,80,80,11,5,16
Adenoma,single,GDS2432,40,90,80,11,5,16
Adenoma,single,GDS2860,40,10,100,10,5,15
Adenoma,single,GDS2860,40,20,100,10,5,15
Adenoma,single,GDS2860,40,30,100,10,5,15
Adenoma,single,GDS2860,40,40,100,10,5,15
Adenoma,single,GDS2860,40,50,100,10,5,15
Adenoma,single,GDS2860,40,60,100,10,5,15
Adenoma,single,GDS2860,40,70,100,10,5,15
Adenoma,single,GDS2860,40,80,100,10,5,15
Adenoma,single,GDS2860,40,90,100,10,5,15
Adenoma,single,GDS2432,50,10,50,10,6,16
Adenoma,single,GDS2432,50,20,66.6667,10,6,16
Adenoma,single,GDS2432,50,30,50,10,6,16
Adenoma,single,GDS2432,50,40,66.6667,10,6,16
Adenoma,single,GDS2432,50,50,66.6667,10,6,16
Adenoma,single,GDS2432,50,60,66.6667,10,6,16
Adenoma,single,GDS2432,50,70,83.3333,10,6,16
Adenoma,single,GDS2432,50,80,83.3333,10,6,16
Adenoma,single,GDS2432,50,90,83.3333,10,6,16
Adenoma,single,GDS2860,50,10,100,9,6,15
Adenoma,single,GDS2860,50,20,100,9,6,15
Adenoma,single,GDS2860,50,30,100,9,6,15
Adenoma,single,GDS2860,50,40,100,9,6,15
Adenoma,single,GDS2860,50,50,100,9,6,15
Adenoma,single,GDS2860,50,60,100,9,6,15
Adenoma,single,GDS2860,50,70,100,9,6,15
Adenoma,single,GDS2860,50,80,100,9,6,15
Adenoma,single,GDS2860,50,90,100,9,6,15
Adenoma,single,GDS2432,60,10,42.8571,9,7,16
Adenoma,single,GDS2432,60,20,42.8571,9,7,16
Adenoma,single,GDS2432,60,30,71.4286,9,7,16
Adenoma,single,GDS2432,60,40,71.4286,9,7,16
Adenoma,single,GDS2432,60,50,71.4286,9,7,16
Adenoma,single,GDS2432,60,60,71.4286,9,7,16
Adenoma,single,GDS2432,60,70,71.4286,9,7,16
Adenoma,single,GDS2432,60,80,71.4286,9,7,16
Adenoma,single,GDS2432,60,90,71.4286,9,7,16
Adenoma,single,GDS2860,60,10,85.7143,8,7,15
Adenoma,single,GDS2860,60,20,85.7143,8,7,15
Adenoma,single,GDS2860,60,30,85.7143,8,7,15
Adenoma,single,GDS2860,60,40,85.7143,8,7,15
Adenoma,single,GDS2860,60,50,85.7143,8,7,15
Adenoma,single,GDS2860,60,60,85.7143,8,7,15
Adenoma,single,GDS2860,60,70,85.7143,8,7,15
Adenoma,single,GDS2860,60,80,85.7143,8,7,15
Adenoma,single,GDS2860,60,90,85.7143,8,7,15
Adenoma,single,GDS2432,70,10,66.6667,7,9,16
Adenoma,single,GDS2432,70,20,77.7778,7,9,16
Adenoma,single,GDS2432,70,30,77.7778,7,9,16
Adenoma,single,GDS2432,70,40,77.7778,7,9,16
Adenoma,single,GDS2432,70,50,77.7778,7,9,16
Adenoma,single,GDS2432,70,60,77.7778,7,9,16
Adenoma,single,GDS2432,70,70,77.7778,7,9,16
Adenoma,single,GDS2432,70,80,77.7778,7,9,16
Adenoma,single,GDS2432,70,90,77.7778,7,9,16
Adenoma,single,GDS2860,70,10,87.5,7,8,15
Adenoma,single,GDS2860,70,20,87.5,7,8,15
Adenoma,single,GDS2860,70,30,87.5,7,8,15
Adenoma,single,GDS2860,70,40,87.5,7,8,15
Adenoma,single,GDS2860,70,50,87.5,7,8,15
Adenoma,single,GDS2860,70,60,87.5,7,8,15
Adenoma,single,GDS2860,70,70,87.5,7,8,15
Adenoma,single,GDS2860,70,80,87.5,7,8,15
Adenoma,single,GDS2860,70,90,100,7,8,15
Adenoma,single,GDS2432,80,10,66.6667,7,9,16
Adenoma,single,GDS2432,80,20,77.7778,7,9,16
Adenoma,single,GDS2432,80,30,77.7778,7,9,16
Adenoma,single,GDS2432,80,40,77.7778,7,9,16
Adenoma,single,GDS2432,80,50,77.7778,7,9,16
Adenoma,single,GDS2432,80,60,77.7778,7,9,16
Adenoma,single,GDS2432,80,70,77.7778,7,9,16
Adenoma,single,GDS2432,80,80,77.7778,7,9,16
Adenoma,single,GDS2432,80,90,77.7778,7,9,16
Adenoma,single,GDS2860,80,10,90,5,10,15
Adenoma,single,GDS2860,80,20,100,5,10,15
Adenoma,single,GDS2860,80,30,100,5,10,15
Adenoma,single,GDS2860,80,40,90,5,10,15
Adenoma,single,GDS2860,80,50,90,5,10,15
Adenoma,single,GDS2860,80,60,90,5,10,15
Adenoma,single,GDS2860,80,70,90,5,10,15
Adenoma,single,GDS2860,80,80,90,5,10,15
Adenoma,single,GDS2860,80,90,90,5,10,15
Adenoma,single,GDS2432,90,10,60,6,10,16
Adenoma,single,GDS2432,90,20,70,6,10,16
Adenoma,single,GDS2432,90,30,70,6,10,16
Adenoma,single,GDS2432,90,40,70,6,10,16
Adenoma,single,GDS2432,90,50,70,6,10,16
Adenoma,single,GDS2432,90,60,70,6,10,16
Adenoma,single,GDS2432,90,70,70,6,10,16
Adenoma,single,GDS2432,90,80,70,6,10,16
Adenoma,single,GDS2432,90,90,70,6,10,16
Adenoma,single,GDS2860,90,10,90,5,10,15
Adenoma,single,GDS2860,90,20,100,5,10,15
Adenoma,single,GDS2860,90,30,100,5,10,15
Adenoma,single,GDS2860,90,40,90,5,10,15
Adenoma,single,GDS2860,90,50,90,5,10,15
Adenoma,single,GDS2860,90,60,90,5,10,15
Adenoma,single,GDS2860,90,70,90,5,10,15
Adenoma,single,GDS2860,90,80,90,5,10,15
Adenoma,single,GDS2860,90,90,90,5,10,15
Carcinoma_Renal_Cell,single,GDS505,10,10,100,16,1,17
Carcinoma_Renal_Cell,single,GDS505,10,20,100,16,1,17
Carcinoma_Renal_Cell,single,GDS505,10,30,100,16,1,17
Carcinoma_Renal_Cell,single,GDS505,10,40,100,16,1,17
Carcinoma_Renal_Cell,single,GDS505,10,50,100,16,1,17
Carcinoma_Renal_Cell,single,GDS505,10,60,100,16,1,17
Carcinoma_Renal_Cell,single,GDS505,10,70,100,16,1,17
Carcinoma_Renal_Cell,single,GDS505,10,80,100,16,1,17
Carcinoma_Renal_Cell,single,GDS505,10,90,100,16,1,17
Carcinoma_Renal_Cell,single,GDS507,10,10,100,16,1,17
Carcinoma_Renal_Cell,single,GDS507,10,20,100,16,1,17
Carcinoma_Renal_Cell,single,GDS507,10,30,100,16,1,17
Carcinoma_Renal_Cell,single,GDS507,10,40,100,16,1,17
Carcinoma_Renal_Cell,single,GDS507,10,50,100,16,1,17
Carcinoma_Renal_Cell,single,GDS507,10,60,100,16,1,17
Carcinoma_Renal_Cell,single,GDS507,10,70,100,16,1,17
Carcinoma_Renal_Cell,single,GDS507,10,80,100,16,1,17
Carcinoma_Renal_Cell,single,GDS507,10,90,100,16,1,17
Carcinoma_Renal_Cell,single,GDS505,20,10,100,15,2,17
Carcinoma_Renal_Cell,single,GDS505,20,20,100,15,2,17
Carcinoma_Renal_Cell,single,GDS505,20,30,100,15,2,17
Carcinoma_Renal_Cell,single,GDS505,20,40,100,15,2,17
Carcinoma_Renal_Cell,single,GDS505,20,50,100,15,2,17
Carcinoma_Renal_Cell,single,GDS505,20,60,100,15,2,17
Carcinoma_Renal_Cell,single,GDS505,20,70,100,15,2,17
Carcinoma_Renal_Cell,single,GDS505,20,80,100,15,2,17
Carcinoma_Renal_Cell,single,GDS505,20,90,100,15,2,17
Carcinoma_Renal_Cell,single,GDS507,20,10,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,20,20,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,20,30,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,20,40,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,20,50,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,20,60,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,20,70,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,20,80,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,20,90,100,14,3,17
Carcinoma_Renal_Cell,single,GDS505,30,10,100,14,3,17
Carcinoma_Renal_Cell,single,GDS505,30,20,100,14,3,17
Carcinoma_Renal_Cell,single,GDS505,30,30,100,14,3,17
Carcinoma_Renal_Cell,single,GDS505,30,40,100,14,3,17
Carcinoma_Renal_Cell,single,GDS505,30,50,100,14,3,17
Carcinoma_Renal_Cell,single,GDS505,30,60,100,14,3,17
Carcinoma_Renal_Cell,single,GDS505,30,70,100,14,3,17
Carcinoma_Renal_Cell,single,GDS505,30,80,100,14,3,17
Carcinoma_Renal_Cell,single,GDS505,30,90,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,30,10,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,30,20,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,30,30,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,30,40,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,30,50,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,30,60,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,30,70,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,30,80,100,14,3,17
Carcinoma_Renal_Cell,single,GDS507,30,90,100,14,3,17
Carcinoma_Renal_Cell,single,GDS505,40,10,100,13,4,17
